"","Input","MF.64p.Th.1","MF.64p.Th.2","MF.64p.Th.3","MF.64p.Th.4","MF.PC.03","MF.PC.04","MF.PC.05","MF.PC.06","p_value","fc","Input Type","Symbol","Name","Feature Type","Entrez Gene ID","dup"
"1154","Rell1","476.2345","539.2728","507.2303","485.8336","80.63628","69.35135",89.47979,151.9829,4.41614736449805e-06,5.13110118290362,"current symbol","Rell1","RELT-like 1","protein coding gene",100532,FALSE
"1155","Rftn1","922.534","917.6452","962.4644","949.9935","325.2847","201.7821",271.127,361.6814,0.000128833097692395,3.23538006502769,"current symbol","Rftn1","raftlin lipid raft linker 1","protein coding gene",76438,FALSE
"1156","Rgl1","702.4531","897.1451","936.9663","818.6149","144.4888","157.2317",88.89383,116.4955,0.000400997949030883,6.61627758231387,"rat synonym","Llgl1","LLGL1 scribble cell polarity complex component","protein coding gene",16897,TRUE
"1157","Rgl1","702.4531","897.1451","936.9663","818.6149","144.4888","157.2317",88.89383,116.4955,0.000400997949030883,6.61627758231387,"current symbol","Rgl1","ral guanine nucleotide dissociation stimulator,-like 1","protein coding gene",19731,TRUE
"1158","Rgl1","702.4531","897.1451","936.9663","818.6149","144.4888","157.2317",88.89383,116.4955,0.000400997949030883,6.61627758231387,"human synonym","Arhgap9","Rho GTPase activating protein 9","protein coding gene",216445,TRUE
"1159","Rgs1","202.6678","215.9577","305.1113","242.4165","35.43731","72.40275",40.25925,26.16382,0.00118064473824593,5.54422097204383,"current symbol","Rgs1","regulator of G-protein signaling 1","protein coding gene",50778,TRUE
"1160","Rgs1","202.6678","215.9577","305.1113","242.4165","35.43731","72.40275",40.25925,26.16382,0.00118064473824593,5.54422097204383,"zebrafish symbol","Rgs21","regulator of G-protein signalling 21","protein coding gene",624910,TRUE
"1161","Rgs12","22.92041","49.02869","54.48379","48.34964","10.32677","4.66168",20.9226,19.71156,0.0159037892034357,3.14229285536943,"current symbol","Rgs12","regulator of G-protein signaling 12","protein coding gene",71729,FALSE
"1162","Rhobtb3","3.630449","13.88575","10.95047","10.33655","6.022108","3.44112",1,1.645226,0.045894011239054,3.20463859382874,"current symbol","Rhobtb3","Rho-related BTB domain containing 3","protein coding gene",73296,FALSE
"1163","Rhod","14.15225","13.88575","13.43809","5.001378","1","1",1,1,0.0171772765016396,11.619367,"current symbol","Rhod","ras homolog family member D","protein coding gene",11854,FALSE
"1164","Rhoh","306.1321","334.858","369.7894","442.4854","130.1399","78.50555",144.5599,122.9477,0.00124341973973119,3.05209616949844,"current symbol","Rhoh","ras homolog family member H","protein coding gene",74734,FALSE
"1165","Rhou","78.15984","58.98586","31.47332","43.68136","13.19655","13.81588",20.33664,11.96884,0.0299199279747231,3.5790266379918,"current symbol","Rhou","ras homolog family member U","protein coding gene",69581,FALSE
"1166","Rilpl1","116.7398","102.9145","106.1019","104.3689","37.58964","39.44764",23.26644,28.74472,6.70684764261149e-06,3.333051527008,"current symbol","Rilpl1","Rab interacting lysosomal protein-like 1","protein coding gene",75695,FALSE
"1167","Ripk4","91.31209","74.80019","82.46949","85.69583","1","1",1,1,0.000159444829192677,83.5694,"current symbol","Ripk4","receptor-interacting serine-threonine kinase 4","protein coding gene",72388,FALSE
"1168","Rnase12","3.630449","1.585716","4.731427","5.668274","1","1",1,1,0.0454533105929014,3.9039665,"current symbol","Rnase12","ribonuclease, RNase A family, 12 (non-active)","protein coding gene",497106,FALSE
"1169","Rnase2a","41.33355","25.60006","9.084759","21.00689","1.717444","1",1,1,0.0406209505499421,20.5673366763866,"current symbol","Rnase2a","ribonuclease, RNase A family, 2A (liver, eosinophil-derived neurotoxin)","protein coding gene",93726,FALSE
"1170","Rnase4","1044.412","1020.145","1065.701","1038.024","29.69776","19.91868",23.26644,30.03517,4.12873252690902e-07,40.5009811204157,"human synonym","Ang","angiogenin, ribonuclease, RNase A family, 5","protein coding gene",11727,TRUE
"1171","Rnase4","1044.412","1020.145","1065.701","1038.024","29.69776","19.91868",23.26644,30.03517,4.12873252690902e-07,40.5009811204157,"current symbol","Rnase4","ribonuclease, RNase A family 4","protein coding gene",58809,TRUE
"1172","Rnd1","16.7827","10.95717","14.05999","27.00896","3.869776","1",1,5.516582,0.0207855210072052,6.04309297143125,"current symbol","Rnd1","Rho family GTPase 1","protein coding gene",223881,FALSE
"1173","Rnf149","306.1321","203.6577","241.677","248.4185","58.39552","29.07288",61.35377,65.52261,0.00110059386092672,4.66484558196379,"current symbol","Rnf149","ring finger protein 149","protein coding gene",67702,FALSE
"1174","Rnf180","444.6691","425.6439","473.6474","553.1902","1.717444","12.59532",2.171918,1,0.000422726610113018,108.503580448303,"current symbol","Rnf180","ring finger protein 180","protein coding gene",71816,FALSE
"1175","Rnf186","11.5218","19.15719","15.3038","23.00758","1","1",1,1,0.00717260554137958,17.2475925,"current symbol","Rnf186","ring finger protein 186","protein coding gene",66825,FALSE
"1176","Rnf19b","585.8365","460.2012","535.216","473.1626","72.02695","88.88031",27.95411,31.97085,7.13546709037559e-05,9.30306410903264,"current symbol","Rnf19b","ring finger protein 19B","protein coding gene",75234,FALSE
"1177","Rnf213","2150.077","1838.39","2218.711","2265.113","442.9455","653.9995",811.9671,429.4301,2.57975079981584e-05,3.62320408022401,"current symbol","Rnf213","ring finger protein 213","protein coding gene",672511,FALSE
"1178","Rnf24","29.93494","29.11436","56.97141","36.34551","8.891884","1",4.515753,10.67839,0.0119244274543787,6.07374854535555,"current symbol","Rnf24","ring finger protein 24","protein coding gene",51902,FALSE
"1179","Rogdi","1445.117","1574.233","1391.578","1644.233","65.56996","76.67471",48.46267,49.39195,0.000117323693050766,25.2194040223942,"current symbol","Rogdi","rogdi homolog","protein coding gene",66049,FALSE
"1180","Rrad","205.2982","199.5576","140.9285","141.7151","15.34888","1",6.27363,27.45427,0.00154141351882222,13.7289058921121,"current symbol","Rrad","Ras-related associated with diabetes","protein coding gene",56437,FALSE
"1181","Rragb","2.753633","2.757147","5.975236","3.000689","1","1",1,1,0.0446286994286246,3.62167625,"current symbol","Rragb","Ras-related GTP binding B","protein coding gene",245670,FALSE
"1182","Rragd","188.6387","221.2291","142.1723","107.7034","1","3.44112",1.585959,6.807035,0.00743502472410873,51.4054573615288,"current symbol","Rragd","Ras-related GTP binding D","protein coding gene",52187,FALSE
"1183","Rsad2","1082.115","780.002","799.5254","959.9969","5.304664","20.52896",12.71918,22.29246,0.00108401579470613,59.5221232009117,"current symbol","Rsad2","radical S-adenosyl methionine domain containing 2","protein coding gene",58185,FALSE
"1184","Rtl8c","65.88441","84.17164","55.7276","67.68963","6.022108","1",10.9613,2.290452,0.00067019320310501,13.4889596751679,"current symbol","Rtl8c","retrotransposon Gag like 8C","protein coding gene",72865,TRUE
"1185","Rtl8c","65.88441","84.17164","55.7276","67.68963","6.022108","1",10.9613,2.290452,0.00067019320310501,13.4889596751679,"human symbol","Rtl8a","retrotransposon Gag like 8A","protein coding gene",66158,TRUE
"1186","Rtl8c","65.88441","84.17164","55.7276","67.68963","6.022108","1",10.9613,2.290452,0.00067019320310501,13.4889596751679,"human symbol","Rtl8b","retrotransposon Gag like 8B","protein coding gene",553127,TRUE
"1187","Rtn1","125.5079","200.7291","170.158","115.7062","1","7.713079",1,1.645226,0.00460143269962064,53.8901887209403,"current symbol","Rtn1","reticulon 1","protein coding gene",104001,FALSE
"1188","Rtn4rl1","269.3058","293.2722","308.8427","297.102","19.65354","12.59532",44.94692,76.49145,3.11485154084464e-05,7.60325174707098,"current symbol","Rtn4rl1","reticulon 4 receptor-like 1","protein coding gene",237847,FALSE
"1189","Rubcnl","142.1674","144.5004","176.3771","246.4178","7.456996","4.66168",16.82089,6.807035,0.00579502947511415,19.8469974809633,"current symbol","Rubcnl","RUN and cysteine rich domain containing beclin 1 interacting protein like","protein coding gene",271221,FALSE
"1190","Rufy3","202.6678","179.0576","204.3628","129.711","69.15718","39.44764",55.49418,57.77989,0.00330805048668774,3.22608067851791,"human synonym","Fyco1","FYVE and coiled-coil domain containing 1","protein coding gene",17281,TRUE
"1191","Rufy3","202.6678","179.0576","204.3628","129.711","69.15718","39.44764",55.49418,57.77989,0.00330805048668774,3.22608067851791,"current symbol","Rufy3","RUN and FYVE domain containing 3","protein coding gene",52822,TRUE
"1192","Runx3","668.2573","665.2017","630.3674","851.9597","78.48395","83.38779",46.70479,52.61809,0.000789600586565912,10.7804138538535,"current symbol","Runx3","runt related transcription factor 3","protein coding gene",12399,FALSE
"1193","Rxrg","66.76123","50.78584","58.83712","73.6917","15.34888","1",16.23493,6.807035,0.000217532136669807,6.34857896549312,"current symbol","Rxrg","retinoid X receptor gamma","protein coding gene",20183,FALSE
"1194","S1pr2","359.6179","494.7584","438.8208","541.186","72.7444","83.99807",13.8911,70.03919,0.000742624565231391,7.62189746774832,"current symbol","S1pr2","sphingosine-1-phosphate receptor 2","protein coding gene",14739,FALSE
"1195","Samd4","38.7031","54.88585","42.0457","65.02205","4.58722","1",1,1,0.00364205994755947,26.4466695311326,"current symbol","Samd4","sterile alpha motif domain containing 4","protein coding gene",74480,FALSE
"1196","Sash1","301.748","236.4577","209.338","205.7372","58.39552","80.94667",63.11164,48.74673,0.00261747070247745,3.79489958143405,"current symbol","Sash1","SAM and SH3 domain containing 1","protein coding gene",70097,FALSE
"1197","Sat1","13547.81","13720.22","12779.27","12186.53","2346.324","2395.128",2120.413,2194.123,5.07144858783605e-05,5.767877563442,"human synonym","Slc38a1","solute carrier family 38, member 1","protein coding gene",105727,TRUE
"1198","Sat1","13547.81","13720.22","12779.27","12186.53","2346.324","2395.128",2120.413,2194.123,5.07144858783605e-05,5.767877563442,"synonym","Slc26a1","solute carrier family 26 (sulfate transporter), member 1","protein coding gene",231583,TRUE
"1199","Sat1","13547.81","13720.22","12779.27","12186.53","2346.324","2395.128",2120.413,2194.123,5.07144858783605e-05,5.767877563442,"current symbol","Sat1","spermidine/spermine N1-acetyl transferase 1","protein coding gene",20229,TRUE
"1200","Satb1","40.45674","30.8715","24.63237","15.67172","8.891884","2.22056",1.585959,3.580904,0.0152413683401834,6.85731462647642,"current symbol","Satb1","special AT-rich sequence binding protein 1","protein coding gene",20230,FALSE
"1201","Scamp5","184.2546","198.9719","205.6066","230.4123","77.04906","37.6168",76.5887,77.13668,5.77740863419264e-05,3.0524297290776,"current symbol","Scamp5","secretory carrier membrane protein 5","protein coding gene",56807,FALSE
"1202","Sccpdh","200.0373","252.8578","205.6066","161.722","62.70018","45.55044",67.21335,64.87738,0.00308726365832566,3.41274483146575,"current symbol","Sccpdh","saccharopine dehydrogenase (putative)","protein coding gene",109232,FALSE
"1203","Scd1","80.79029","111.7003","94.28568","174.393","18.9361","35.78596",1,8.097487,0.0121729621361059,7.2261445227745,"human synonym","Scd3","stearoyl-coenzyme A desaturase 3","protein coding gene",30049,TRUE
"1204","Scd1","80.79029","111.7003","94.28568","174.393","18.9361","35.78596",1,8.097487,0.0121729621361059,7.2261445227745,"current symbol","Scd1","stearoyl-Coenzyme A desaturase 1","protein coding gene",20249,TRUE
"1205","Scd1","80.79029","111.7003","94.28568","174.393","18.9361","35.78596",1,8.097487,0.0121729621361059,7.2261445227745,"human synonym","Scd2","stearoyl-Coenzyme A desaturase 2","protein coding gene",20250,TRUE
"1206","Scd1","80.79029","111.7003","94.28568","174.393","18.9361","35.78596",1,8.097487,0.0121729621361059,7.2261445227745,"human synonym","Scd4","stearoyl-coenzyme A desaturase 4","protein coding gene",329065,TRUE
"1207","Scd2","690.1777","749.5447","696.2892","775.9335","71.30951","40.05792",68.97123,57.13467,1.4257794090375e-05,12.2621984540327,"current symbol","Scd2","stearoyl-Coenzyme A desaturase 2","protein coding gene",20250,FALSE
"1208","Scimp","768.2143","754.2305","769.0521","691.2377","1","2.83084",1,1,3.3290622304818e-05,511.544580197707,"current symbol","Scimp","SLP adaptor and CSK interacting membrane protein","protein coding gene",327957,FALSE
"1209","Scn3a","30.81176","54.88585","53.23998","19.0062","5.304664","7.713079",1,1,0.0244620082465155,10.5171456190188,"current symbol","Scn3a","sodium channel, voltage-gated, type III, alpha","protein coding gene",20269,TRUE
"1210","Scn3a","30.81176","54.88585","53.23998","19.0062","5.304664","7.713079",1,1,0.0244620082465155,10.5171456190188,"frog, western clawed symbol","Scn2a","sodium channel, voltage-gated, type II, alpha","protein coding gene",110876,TRUE
"1211","Scn3b","72.02213","53.71442","75.62854","67.68963","3.869776","1.61028",1,1,0.00071730352002607,35.9696130617204,"current symbol","Scn3b","sodium channel, voltage-gated, type III, beta","protein coding gene",235281,FALSE
"1212","Scoc","301.748","268.6721","224.2637","218.4082","104.3119","74.23359",69.55719,68.10351,0.00113699710147366,3.20389679911073,"current symbol","Scoc","short coiled-coil protein","protein coding gene",56367,TRUE
"1213","Scoc","301.748","268.6721","224.2637","218.4082","104.3119","74.23359",69.55719,68.10351,0.00113699710147366,3.20389679911073,"chimpanzee symbol","Gm16500","predicted gene 16500","pseudogene",100039350,TRUE
"1214","Sdc2","11.5218","20.32862","20.27904","27.00896","2.434888","1",1,1,0.00967211957049675,14.5611869094635,"current symbol","Sdc2","syndecan 2","protein coding gene",15529,FALSE
"1215","Sdc4","1922.105","2012.348","1741.089","1765.608","53.37341","40.05792",57.83801,103.5909,5.70935390657354e-05,29.1969826285968,"current symbol","Sdc4","syndecan 4","protein coding gene",20971,FALSE
"1216","Sdk1","97.4498","110.5288","195.6561","131.0448","1.717444","2.22056",1.585959,1,0.00901055360323927,81.9562434673526,"current symbol","Sdk1","sidekick cell adhesion molecule 1","protein coding gene",330222,FALSE
"1217","Sec14l2","17.65951","25.60006","20.90094","10.33655","1","2.83084",2.171918,1,0.0124667267669972,10.6382456740616,"current symbol","Sec14l2","SEC14-like lipid binding 2","protein coding gene",67815,FALSE
"1218","Sectm1a","4.507266","12.71432","14.6819","7.668963","1","1",1,1.645226,0.0326373875470602,8.51895020823529,"cattle symbol","Sectm1b","secreted and transmembrane 1B","protein coding gene",58210,TRUE
"1219","Sectm1a","4.507266","12.71432","14.6819","7.668963","1","1",1,1.645226,0.0326373875470602,8.51895020823529,"current symbol","Sectm1a","secreted and transmembrane 1A","protein coding gene",209588,TRUE
"1220","Selenop","58798.55","53510.23","68588.36","70508.61","13129.51","13552.88",13218.47,12619.04,0.00112848158064859,4.78686650203066,"current symbol","Selenop","selenoprotein P","protein coding gene",20363,FALSE
"1221","Sema4a","475.3577","566.8014","755.9921","837.9549","201.1669","133.4307",238.3134,173.2754,0.00845522966587056,3.53277157021355,"current symbol","Sema4a","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A","protein coding gene",20351,FALSE
"1222","Sema4b","544.6262","600.7729","591.1874","678.5667","90.6805","51.04296",104.1288,137.7879,1.73647684135488e-05,6.29536073595632,"current symbol","Sema4b","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B","protein coding gene",20352,FALSE
"1223","Sema4c","14.15225","32.62865","40.80189","24.34137","3.152332","4.0514",2.171918,4.22613,0.0225874846962927,8.22864066320732,"current symbol","Sema4c","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C","protein coding gene",20353,FALSE
"1224","Sema4d","1955.424","1971.348","2410.88","2583.889","21.80588","13.81588",5.101712,13.90452,0.000783541106688316,163.314459737052,"current symbol","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","protein coding gene",20354,FALSE
"1225","Sema6a","76.40621","91.20023","117.918","135.7131","2.434888","2.83084",3.343836,1,0.00443846682917335,43.8352395592558,"current symbol","Sema6a","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A","protein coding gene",20358,FALSE
"1226","Sema6d","321.038","204.2434","227.3732","311.7737","4.58722","3.44112",5.101712,17.13065,0.00290048399917343,35.175267910176,"current symbol","Sema6d","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","protein coding gene",214968,FALSE
"1227","Sept1","4.507266","4.514295","4.109523","3.667585","1.717444","1",1,1.645226,5.32554308989873e-05,3.13251962175558,"current symbol","Sept1","septin 1","protein coding gene",54204,FALSE
"1228","Serpina3f","207.0519","125.1717","151.5009","191.7323","1","1",1,1,0.00291320482702887,168.8642,"current symbol","Serpina3f","serine (or cysteine) peptidase inhibitor, clade A, member 3F","protein coding gene",238393,FALSE
"1229","Serpina3g","2305.273","2236.091","2195.079","2480.521","3.869776","1",14.47705,1,4.35833726637581e-05,452.992717389926,"current symbol","Serpina3g","serine (or cysteine) peptidase inhibitor, clade A, member 3G","protein coding gene",20715,FALSE
"1230","Serpine1","4.507266","15.05718","12.81619","17.67241","3.152332","1",2.171918,2.935678,0.0352760052404218,5.40533857282692,"current symbol","Serpine1","serine (or cysteine) peptidase inhibitor, clade E, member 1","protein coding gene",18787,FALSE
"1231","Serpinf1","41.33355","32.04294","30.22951","55.6855","1.717444","4.0514",1.585959,4.871356,0.00732556907386555,13.0287443505356,"current symbol","Serpinf1","serine (or cysteine) peptidase inhibitor, clade F, member 1","protein coding gene",20317,FALSE
"1232","Serpinf2","3.630449","5.10001","2.865714","3.667585","1","1",1,1,0.00910036661609957,3.8159395,"current symbol","Serpinf2","serine (or cysteine) peptidase inhibitor, clade F, member 2","protein coding gene",18816,FALSE
"1233","Sesn2","124.6311","234.1149","163.3171","165.7234","60.54785","52.87379",20.33664,55.19899,0.00735147643628733,3.63990493723793,"current symbol","Sesn2","sestrin 2","protein coding gene",230784,FALSE
"1234","Sgcb","373.647","347.7437","333.7189","430.4812","30.4152","32.73456",42.01712,71.97487,0.000119068082423922,8.38645209274493,"current symbol","Sgcb","sarcoglycan, beta (dystrophin-associated glycoprotein)","protein coding gene",24051,FALSE
"1235","Sgip1","16.7827","26.18578","7.84095","13.67103","1.717444","1",8.031507,1.645226,0.0346174640175195,5.20248016467733,"current symbol","Sgip1","SH3-domain GRB2-like (endophilin) interacting protein 1","protein coding gene",73094,FALSE
"1236","Sgk1","2251.788","2374.32","2305.156","2522.535","285.8253","239.0092",278.7445,344.2603,7.87525098965123e-06,8.23616947076128,"current symbol","Sgk1","serum/glucocorticoid regulated kinase 1","protein coding gene",20393,FALSE
"1237","Sh2b2","34.31902","20.32862","38.93617","39.01309","9.609328","16.86728",1.585959,10.67839,0.00622093380065357,3.42265422095794,"current symbol","Sh2b2","SH2B adaptor protein 2","protein coding gene",23921,FALSE
"1238","Sh2d1b1","185.1314","156.8004","180.1085","191.7323","1","4.66168",2.171918,1,0.000150533436388439,80.8020242714237,"current symbol","Sh2d1b1","SH2 domain containing 1B1","protein coding gene",26904,FALSE
"1239","Sh2d4a","217.5736","318.4579","302.6237","293.1006","1","1",1,4.871356,0.001076574784018,143.781554283658,"current symbol","Sh2d4a","SH2 domain containing 4A","protein coding gene",72281,FALSE
"1240","Sh3bgrl2","103.5875","172.029","163.3171","187.0641","16.06632","34.5654",8.031507,10.03316,0.00275352519591052,9.11252727163075,"current symbol","Sh3bgrl2","SH3 domain binding glutamic acid-rich protein like 2","protein coding gene",212531,FALSE
"1241","Sh3bp4","499.0317","549.2299","524.0217","467.8274","59.11296","53.48407",34.39966,70.68441,1.45821090508625e-05,9.37201576067008,"current symbol","Sh3bp4","SH3-domain binding protein 4","protein coding gene",98402,FALSE
"1242","Sh3d21","27.30449","36.14295","42.0457","29.00965","1","1.61028",1,1,0.00239607799018448,29.1745382059224,"current symbol","Sh3d21","SH3 domain containing 21","protein coding gene",66938,FALSE
"1243","Sh3pxd2a","35.19584","42.0001","53.86188","37.0124","8.891884","16.257",7.445548,4.871356,0.00127708160919215,4.48596516907639,"current symbol","Sh3pxd2a","SH3 and PX domains 2A","protein coding gene",14218,FALSE
"1244","Sh3pxd2b","427.1328","447.3154","369.7894","488.5012","80.63628","120.0046",203.1558,73.26532,0.000223344915631843,3.63210400325325,"current symbol","Sh3pxd2b","SH3 and PX domains 2B","protein coding gene",268396,FALSE
"1245","Shcbp1l","24.67404","28.52864","15.3038","27.67585","3.869776","1",2.757877,1,0.00417401544656538,11.1481453878592,"current symbol","Shcbp1l","Shc SH2-domain binding protein 1-like","protein coding gene",71836,FALSE
"1246","Shisa9","38.7031","34.97151","54.48379","49.68343","5.304664","1",1,1,0.00187484089552821,21.4146929966101,"current symbol","Shisa9","shisa family member 9","protein coding gene",72555,FALSE
"1247","Shmt1","79.03666","72.45732","65.05616","92.3648","20.37099","17.47756",17.99281,5.516582,0.000310505289000716,5.03463659195088,"current symbol","Shmt1","serine hydroxymethyltransferase 1 (soluble)","protein coding gene",20425,FALSE
"1248","Sigirr","27.30449","42.0001","37.69237","39.67999","8.891884","6.492519",10.37534,22.93769,0.0025713330982233,3.0120057868348,"current symbol","Sigirr","single immunoglobulin and toll-interleukin 1 receptor (TIR) domain","protein coding gene",24058,FALSE
"1249","Siglech","108.8484","104.086","141.5504","120.3744","2.434888","2.22056",1,2.935678,0.000777258890982744,55.2732202973161,"current symbol","Siglech","sialic acid binding Ig-like lectin H","protein coding gene",233274,FALSE
"1250","Sipa1l2","298.2408","359.458","357.3513","387.133","38.30709","66.29995",90.65171,31.97085,2.87855380694674e-05,6.17077660656886,"current symbol","Sipa1l2","signal-induced proliferation-associated 1 like 2","protein coding gene",244668,FALSE
"1251","Sirpa","11458.36","12734.46","13919.84","13440.29","1712.104","1466.892",1580.745,1917.321,0.000165070052747012,7.72090329549134,"current symbol","Sirpa","signal-regulatory protein alpha","protein coding gene",19261,FALSE
"1252","Skil","722.6199","681.016","729.2502","725.9163","132.2922","148.6877",84.20616,68.10351,1.65180598423572e-06,6.59790264510637,"current symbol","Skil","SKI-like","protein coding gene",20482,FALSE
"1253","Skp2","356.9875","403.3867","420.7855","403.1385","50.50363","128.5485",25.61027,19.06633,0.000120333121499654,7.08133550840788,"current symbol","Skp2","S-phase kinase-associated protein 2 (p45)","protein coding gene",27401,FALSE
"1254","Slamf6","716.4822","586.13","698.7769","657.226","14.63144","38.22708",8.031507,7.452261,9.67964398655999e-05,38.9014646392875,"current symbol","Slamf6","SLAM family member 6","protein coding gene",30925,FALSE
"1255","Slamf7","467.4663","413.3439","809.4759","779.9349","5.304664","4.0514",10.37534,6.807035,0.00958382210037375,93.0808703556377,"current symbol","Slamf7","SLAM family member 7","protein coding gene",75345,FALSE
"1256","Slamf8","405.2124","436.1868","538.3255","705.9094","18.9361","34.5654",43.18904,19.06633,0.00515774706621114,18.0173677812816,"current symbol","Slamf8","SLAM family member 8","protein coding gene",74748,FALSE
"1257","Slamf9","402.5819","276.2864","516.5588","453.8226","8.891884","2.22056",32.64178,13.90452,0.00399466890024705,28.6036355561266,"current symbol","Slamf9","SLAM family member 9","protein coding gene",98365,FALSE
"1258","Slc11a2","341.2048","286.2436","303.2456","324.4447","80.63628","63.24855",33.8137,94.55778,9.44189548275165e-06,4.61013630868647,"current symbol","Slc11a2","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2","protein coding gene",18174,FALSE
"1259","Slc12a2","171.1024","189.0148","199.3875","143.7158","44.04664","59.58687",19.75068,41.64924,0.000199768288102053,4.26107910379127,"current symbol","Slc12a2","solute carrier family 12, member 2","protein coding gene",20496,FALSE
"1260","Slc13a2","7.137715","9.785736","2.865714","7.002067","1","1.61028",1,1,0.0295524646255296,5.81119411402344,"current symbol","Slc13a2","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2","protein coding gene",20500,FALSE
"1261","Slc13a3","133.3993","109.9431","191.3028","141.0482","15.34888","13.81588",68.38527,44.23015,0.00286903447809282,4.06046458679909,"current symbol","Slc13a3","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3","protein coding gene",114644,FALSE
"1262","Slc15a2","118.4934","81.82877","167.0485","142.382","18.9361","33.95512",58.42397,39.06834,0.00974557372756109,3.38968416288672,"current symbol","Slc15a2","solute carrier family 15 (H+/peptide transporter), member 2","protein coding gene",57738,FALSE
"1263","Slc15a3","347.3425","292.6864","331.2313","311.7737","73.46184","54.09435",94.75342,30.6804,8.82822248774687e-06,5.0714804904747,"current symbol","Slc15a3","solute carrier family 15, member 3","protein coding gene",65221,FALSE
"1264","Slc15a4","1620.48","1533.232","1439.465","1422.156","278.6508","259.7587",230.1099,358.4552,3.60323807216457e-06,5.33759412146467,"current symbol","Slc15a4","solute carrier family 15, member 4","protein coding gene",100561,FALSE
"1265","Slc16a9","198.2837","162.0718","166.4266","138.3806","4.58722","2.22056",1,1,0.000877457573271509,75.519903993969,"current symbol","Slc16a9","solute carrier family 16 (monocarboxylic acid transporters), member 9","protein coding gene",66859,FALSE
"1266","Slc1a1","32.56539","21.50005","29.60761","20.33999","1.717444","1",1,1,0.00363895743243416,22.0486008948914,"current symbol","Slc1a1","solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1","protein coding gene",20510,FALSE
"1267","Slc1a2","88.68164","70.70017","84.95711","58.35308","1.717444","4.0514",1,2.290452,0.00170238283808349,33.4123093008552,"current symbol","Slc1a2","solute carrier family 1 (glial high affinity glutamate transporter), member 2","protein coding gene",20511,FALSE
"1268","Slc1a3","821.7001","977.9739","981.7434","1104.047","1","5.88224",3.929794,1,0.000462087325506922,328.941179817125,"current symbol","Slc1a3","solute carrier family 1 (glial high affinity glutamate transporter), member 3","protein coding gene",20512,FALSE
"1269","Slc20a1","283.3349","249.3435","296.4046","339.7833","115.791","95.59339",88.30787,72.62009,0.000454676170647248,3.13947764558441,"current symbol","Slc20a1","solute carrier family 20, member 1","protein coding gene",20515,FALSE
"1270","Slc22a23","65.88441","57.81443","65.05616","65.68894","11.04422","1",7.445548,8.097487,1.17517839189327e-06,9.22324239943409,"current symbol","Slc22a23","solute carrier family 22, member 23","protein coding gene",73102,FALSE
"1271","Slc25a10","361.3715","409.2439","412.7008","487.1674","87.81072","75.45415",79.51849,119.0764,0.000368415523780034,4.61638398256827,"current symbol","Slc25a10","solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10","protein coding gene",27376,FALSE
"1272","Slc25a25","237.7404","279.8007","281.4789","317.7758","33.28498","18.08784",41.43116,46.16582,0.000197792401510577,8.03624816327001,"current symbol","Slc25a25","solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25","protein coding gene",227731,FALSE
"1273","Slc25a33","53.60898","22.67148","43.91141","23.67447","6.022108","1.61028",1.585959,4.871356,0.0226859794539545,10.2107432640702,"current symbol","Slc25a33","solute carrier family 25, member 33","protein coding gene",70556,FALSE
"1274","Slc26a11","406.966","488.3155","439.4427","339.1164","102.877","52.26352",40.8452,56.48944,0.000421441749859735,6.62972389046115,"current symbol","Slc26a11","solute carrier family 26, member 11","protein coding gene",268512,FALSE
"1275","Slc29a1","1731.836","1720.661","1943.208","1981.015","183.9482","187.7457",175.6157,259.0904,6.33341814797861e-05,9.14771825396825,"current symbol","Slc29a1","solute carrier family 29 (nucleoside transporters), member 1","protein coding gene",63959,FALSE
"1276","Slc29a3","1352.174","1297.775","1800.792","2070.379","175.3389","205.4438",294.5654,135.8522,0.00377654475368737,8.03885304283048,"current symbol","Slc29a3","solute carrier family 29 (nucleoside transporters), member 3","protein coding gene",71279,FALSE
"1277","Slc2a1","95.69617","121.0717","121.6495","129.711","20.37099","41.88876",38.50137,42.29447,0.000190002918352529,3.27235286646261,"current symbol","Slc2a1","solute carrier family 2 (facilitated glucose transporter), member 1","protein coding gene",20525,FALSE
"1278","Slc2a3","11.5218","9.200021","19.65714","13.00413","1","1",1,4.22613,0.00980494394889038,7.387507697758,"current symbol","Slc2a3","solute carrier family 2 (facilitated glucose transporter), member 3","protein coding gene",20527,FALSE
